Date,BMV:ALFAA,BMV:ALPEKA,BMV:ALSEA,BMV:AMXL,BMV:AC,BMV:ASURB,BMV:GFREGIOO,BMV:BIMBOA,BMV:BOLSAA,BMV:CEMEXCPO,BMV:KOFL,BMV:LIVEPOLC-1,BMV:ELEKTRA,BMV:GFNORTEO,BMV:FEMSAUBD,BMV:LABB,BMV:GENTERA,BMV:GMEXICOB,BMV:GRUMAB,BMV:GAPB,BMV:GCARSOA1,BMV:GFINBURO,BMV:SANMEXB,BMV:LALAB,BMV:TLEVISACPO,BMV:IENOVA,BMV:KIMBERA,BMV:MEXCHEM,BMV:NEMAKA,BMV:OHLMEX,BMV:OMAB,BMV:PE&OLES,BMV:PINFRA,BMV:VOLARA,BMV:WALMEX
2005-09-29,6.57,,6.8,6.88,23.19,42.6,,8.74,,27.44,29.06,22.5,81.4,96.03,24.84,,,7.03,27.96,,23.68,9.32,,,38.0,,13.35,,,,,48.5,,,54.04
2005-09-30,6.6,,7.0,7.1,23.19,42.79,,8.78,,28.12,28.89,23.0,80.85,96.15,25.05,,,7.06,27.75,,23.79,9.35,,,38.56,,13.53,4.3,,,,48.45,,,54.75
2005-10-03,6.56,,7.2,6.96,22.99,42.8,,8.81,,28.47,29.5,23.0,79.43,97.66,24.85,,,7.01,27.7,,23.3,9.18,7.0,,38.94,,13.42,4.3,,,,48.18,,,54.47
2005-10-04,6.53,,7.12,6.94,22.99,42.7,,8.9,,28.0,29.25,22.6,77.03,95.79,24.81,,,7.31,28.0,,22.9,8.9,7.0,,38.86,,13.53,,,,,47.65,,,53.23
2005-10-05,6.38,,7.02,6.86,23.35,42.84,,8.8,,27.34,28.74,22.6,78.0,95.45,24.43,,,7.05,28.0,,22.82,8.8,7.0,,37.86,,13.57,,,,,47.12,,,52.77
2005-10-06,6.18,,7.0,6.53,22.52,42.25,,8.57,,26.44,28.25,22.6,77.09,89.99,24.04,,,6.72,27.37,,22.1,8.51,7.0,,37.31,,13.32,4.0,,,,46.09,,,52.02
2005-10-07,6.14,,6.81,6.69,23.36,41.98,,8.75,,27.4,28.96,22.6,79.14,90.3,24.08,,,6.99,27.5,,21.89,8.7,,,37.26,,13.1,,,,,49.9,,,51.5
2005-10-10,6.2,,7.0,6.56,23.45,39.95,,8.86,,27.42,27.9,22.6,79.73,92.44,24.02,,,6.91,28.0,,22.62,8.82,10.4,,37.14,,13.1,,,,,51.7,,,51.82
2005-10-11,6.2,,7.0,6.61,23.12,39.26,,8.89,,27.38,27.9,22.6,78.97,92.52,24.19,,,6.97,27.8,,22.75,8.66,9.5,,36.7,,13.0,,,,,51.08,,,51.44
2005-10-12,6.06,,6.9,6.34,23.06,39.6,,8.79,,26.77,28.82,22.6,79.24,92.56,23.57,,,6.74,27.75,,22.5,8.4,,,36.8,,12.87,4.0,,,,49.6,,,50.34
2005-10-13,5.98,,6.75,6.31,23.0,39.17,,8.77,,26.52,28.82,22.0,78.0,89.88,23.64,,,6.61,27.7,,22.27,8.4,,,36.51,,12.77,,,,,48.67,,,48.76
2005-10-14,5.96,,6.8,6.28,23.09,37.98,,9.0,,25.96,28.36,22.0,78.0,86.81,23.36,,,6.45,27.46,,22.34,8.52,,,36.88,,12.22,,,,,47.62,,,49.71
2005-10-17,6.0,,6.9,6.48,23.39,37.24,,9.14,,26.84,28.97,22.3,80.0,89.09,23.53,,,6.7,27.5,,23.18,9.0,,,37.37,,12.33,,,,,49.95,,,50.35
2005-10-18,5.98,,6.8,6.42,23.19,36.97,,8.99,,26.31,28.76,22.6,79.59,87.53,23.7,,,6.52,27.06,,23.0,8.7,,,36.95,,12.24,,,,,49.95,,,49.78
2005-10-19,5.99,,6.7,6.39,23.45,37.65,,9.05,,26.93,29.25,22.3,80.07,86.14,23.81,,,6.65,27.2,,23.0,8.92,,,37.12,,12.05,4.4,,,,49.5,,,49.6
2005-10-20,6.13,,6.7,6.22,23.13,37.65,,8.87,,26.18,29.96,22.3,79.78,85.98,23.68,,,6.49,27.0,,22.99,8.72,,,36.92,,11.75,4.49,,,,48.43,,,48.46
2005-10-21,5.88,,7.0,6.26,23.01,37.19,,8.79,,26.41,29.92,22.3,79.66,87.68,24.33,,,6.7,26.72,,23.2,8.74,,,37.51,,11.69,4.37,,,,48.46,,,49.1
2005-10-24,5.96,,6.8,6.6,23.69,36.4,,8.92,,27.0,30.5,23.0,80.9,89.63,24.8,,,6.78,27.5,,23.63,9.06,,,38.65,,12.0,4.45,,,,48.35,,,49.92
2005-10-25,6.04,,6.8,6.66,23.5,34.23,,8.78,,26.91,29.73,22.8,80.7,90.99,24.4,,,6.82,27.2,,23.38,8.94,,,39.49,,11.58,4.43,,,,48.79,,,49.63
2005-10-26,6.13,,6.8,6.94,23.34,32.84,,8.84,,27.4,30.14,22.8,81.74,92.16,24.11,,,6.99,27.65,,23.46,8.8,9.1,,39.45,,11.62,4.45,,,,48.5,,,51.99
2005-10-27,6.1,,6.8,6.79,22.84,34.0,,8.84,,26.96,30.14,22.8,82.0,92.17,23.79,,,6.86,27.66,,23.29,8.63,10.4,,38.9,,11.43,4.43,,,,48.35,,,51.54
2005-10-28,6.16,,6.8,6.94,23.0,35.0,,8.88,,27.66,28.7,22.8,82.66,91.95,24.03,,,6.77,28.49,,23.11,8.32,11.0,,39.15,,11.49,4.46,,,,48.56,,,51.97
2005-10-31,6.27,,6.76,7.06,23.51,35.11,,8.94,,28.06,27.66,23.6,82.29,91.96,24.41,,,6.94,28.01,,23.03,8.3,9.1,,39.35,,11.94,4.5,,,,47.18,,,52.67
2005-11-01,6.33,,6.8,7.18,23.12,34.6,,9.02,,28.34,28.2,23.1,83.5,92.04,24.27,,,7.06,28.34,,22.91,8.36,11.5,,40.39,,12.04,4.48,,,,47.4,,,53.37
2005-11-02,6.26,,6.8,7.12,23.0,35.8,,9.08,,28.54,28.34,23.1,84.18,92.34,24.4,,,7.12,28.32,,22.96,8.42,12.0,,40.0,,12.33,4.4,,,,47.46,,,52.88
2005-11-03,6.09,,6.75,7.08,23.09,35.83,,8.99,,28.05,28.4,23.1,83.83,91.54,24.52,,,7.1,28.05,,22.85,8.37,12.5,,40.04,,11.94,4.4,,,,47.42,,,52.86
2005-11-04,6.14,,6.76,7.05,23.0,35.6,,9.08,,28.55,28.23,23.1,83.9,91.85,25.02,,,7.15,27.5,,22.66,8.3,9.1,,40.05,,12.0,4.4,,,,48.5,,,54.26
2005-11-07,6.13,,6.75,7.04,23.66,35.51,,8.88,,28.94,28.0,23.0,84.25,91.64,25.05,,,7.13,27.5,,22.59,8.26,9.1,,40.07,,12.04,4.4,,,,50.0,,,54.45
2005-11-08,6.14,,7.0,7.04,23.5,36.09,,8.9,,28.48,27.7,23.0,84.57,92.69,24.91,,,7.04,27.84,,22.58,8.27,9.1,,39.95,,12.0,4.33,,,,50.37,,,54.61
2005-11-09,6.1,,6.79,7.02,23.59,36.45,,8.9,,28.34,28.01,23.0,85.16,92.85,24.94,,,7.11,28.0,,22.68,8.32,9.1,,40.16,,12.13,4.3,,,,50.91,,,54.99
2005-11-10,6.18,,6.78,7.09,23.96,36.45,,9.03,,28.91,27.76,23.0,85.25,92.5,24.86,,,7.12,28.1,,23.22,8.56,9.1,,40.5,,12.25,4.24,,,,51.23,,,56.26
2005-11-11,6.13,,6.5,7.15,23.12,35.5,,8.82,,28.68,27.58,23.0,84.55,92.4,24.98,,,7.28,28.1,,23.4,8.42,9.1,,41.42,,12.35,4.33,,,,51.9,,,55.08
2005-11-14,6.11,,6.6,7.3,23.23,36.48,,8.58,,28.94,27.5,23.1,84.1,91.92,24.86,,,7.28,27.6,,23.79,8.39,12.0,,41.11,,12.31,4.0,,,,52.7,,,56.92
2005-11-15,6.04,,6.6,7.21,22.8,36.65,,8.62,,28.69,26.77,23.1,87.76,90.23,24.59,,,7.23,27.65,,23.84,8.36,11.2,,40.9,,12.32,4.33,,,,53.15,,,56.28
2005-11-16,6.07,,6.6,7.28,22.88,36.4,,8.79,,29.49,26.76,23.1,90.0,88.99,24.63,,,7.29,27.6,,23.75,8.42,10.7,,41.39,,12.33,4.33,,,,53.49,,,55.8
2005-11-17,6.02,,6.6,7.4,22.92,36.02,,8.84,,30.3,26.88,23.1,91.41,89.49,24.53,,,7.38,29.25,,22.93,8.32,10.6,,41.76,,12.37,4.33,,,,54.1,,,56.26
2005-11-18,6.0,,6.6,7.46,23.23,35.5,,8.88,,30.29,26.92,23.6,90.31,91.31,24.29,,,7.42,29.83,,22.79,8.4,9.6,,42.29,,12.52,4.33,,,,55.0,,,56.53
2005-11-21,6.0,,6.61,7.65,23.48,35.11,,8.79,,30.41,27.01,23.0,89.96,92.21,24.3,,,7.35,29.4,,23.18,8.3,9.6,,42.66,,12.73,4.33,,,,56.0,,,57.59
2005-11-22,5.95,,6.6,7.8,23.32,34.66,,8.7,,30.26,27.1,23.0,88.97,91.35,24.16,,,7.32,29.55,,23.35,8.37,9.6,,42.41,,12.68,4.3,,,,56.01,,,57.26
2005-11-23,5.97,,6.6,7.58,23.32,34.5,,8.74,,29.66,26.99,23.0,87.01,92.66,24.26,,,7.29,30.57,,23.27,8.24,9.6,,42.01,,12.87,4.33,,,,56.68,,,56.82
2005-11-24,6.0,,6.6,7.6,23.63,34.98,,8.75,,29.66,26.75,23.0,88.5,23.3,24.23,,,7.3,30.4,,23.4,8.21,9.6,,41.93,,12.77,4.33,,,,56.6,,,56.77
2005-11-25,6.06,,6.6,7.62,23.65,34.0,,8.8,,29.92,27.0,23.0,90.0,23.78,24.16,,,7.53,31.25,,24.0,8.32,9.6,,41.75,,12.82,4.33,,,,56.97,,,57.68
2005-11-28,5.95,,6.6,7.7,23.62,32.64,,8.75,,29.51,26.8,23.1,89.0,23.11,23.97,,,7.68,31.87,,24.01,8.2,9.6,,41.4,,12.86,4.33,,,,57.0,,,57.2
2005-11-29,5.86,,6.6,7.52,23.48,32.87,,8.77,,29.31,26.63,23.1,91.11,23.1,23.97,,,7.5,31.63,,24.32,8.25,9.6,,41.66,,12.79,4.0,,,,57.33,,,56.74
2005-11-30,5.95,,6.6,7.55,23.48,32.98,,9.33,,29.8,26.7,23.0,92.26,22.87,23.96,,,7.56,32.2,,25.0,8.3,9.6,,41.97,,12.81,4.33,,,,58.92,,,57.24
2005-12-01,6.08,,6.6,7.74,23.65,33.91,,9.38,,30.64,27.16,23.0,94.53,22.68,24.28,,,7.79,31.82,,24.83,8.32,9.6,,42.15,,12.87,4.33,,,,61.48,,,58.81
2005-12-02,6.1,,6.6,7.79,23.62,33.35,,9.38,,30.64,27.0,23.1,93.0,22.91,24.01,,,7.86,31.49,,25.01,8.26,9.6,,41.67,,13.05,4.33,,,,61.1,,,58.06
2005-12-05,6.04,,6.6,7.92,23.94,32.87,,9.36,,30.7,26.68,23.1,93.89,23.0,23.81,,,7.94,33.5,,25.36,8.34,9.6,,41.81,,13.16,4.33,,,,63.77,,,57.48
2005-12-06,6.08,,6.0,8.08,24.07,33.6,,9.45,,31.15,27.29,23.1,93.67,22.87,24.3,,,7.99,33.08,,25.2,8.34,9.6,,41.98,,13.34,4.33,,,,64.45,,,58.27
2005-12-07,5.96,,6.66,7.92,23.79,33.6,,9.43,,30.72,27.57,23.0,92.41,22.52,24.1,,,8.04,32.3,,24.98,8.4,9.2,,43.47,,13.09,4.31,,,,65.51,,,56.73
2005-12-08,5.83,,6.65,7.86,23.85,34.11,,9.26,,30.87,27.09,23.1,92.38,22.1,23.99,,,8.14,32.29,,24.91,8.7,9.0,,43.17,,12.9,4.3,,,,65.33,,,56.91
2005-12-09,5.81,,6.6,8.13,24.07,34.54,,9.2,,31.5,27.1,23.1,94.03,21.19,23.95,,,8.36,32.91,,25.22,8.62,9.0,,43.69,,13.17,4.33,,,,66.25,,,58.56
2005-12-13,5.84,,6.5,8.22,25.06,35.97,,9.1,,32.28,28.56,23.11,94.5,20.78,24.14,,,8.52,33.95,,25.71,8.64,9.0,,43.59,,13.17,4.32,,,,61.86,,,60.68
2005-12-14,5.86,,6.56,8.31,25.35,34.5,,9.43,,32.82,29.1,23.11,95.0,21.7,24.8,,,8.19,34.5,,25.55,8.66,9.0,,43.87,,13.02,4.32,,,,61.3,,,62.35
2005-12-15,5.9,,6.55,8.1,25.25,34.0,,9.22,,32.56,28.78,24.2,96.31,22.23,24.8,,,8.21,34.49,,25.4,8.59,9.0,,44.13,,12.99,4.3,,,,60.71,,,61.12
2005-12-16,5.95,,6.5,8.02,24.71,34.35,,9.11,,32.18,28.76,24.0,95.5,22.01,24.92,,,8.28,34.49,,24.72,8.41,9.0,,43.75,,13.23,4.3,,,,59.66,,,59.17
2005-12-19,5.97,,6.5,8.03,24.7,33.95,,9.24,,31.78,28.73,24.0,95.54,21.89,24.92,,,8.25,35.51,,24.7,8.7,9.0,,42.87,,12.88,4.2,,,,60.08,,,58.5
2005-12-20,5.96,,6.6,8.14,24.58,33.6,,9.15,,31.89,28.6,24.5,93.9,21.45,25.04,,,7.98,35.05,,25.15,8.82,9.0,,42.66,,12.71,4.2,,,,58.28,,,57.76
2005-12-21,6.02,,6.58,8.04,24.32,33.82,,9.19,,31.92,28.77,24.5,94.18,21.54,25.48,,,8.13,33.85,,25.07,9.0,9.0,,42.43,,12.27,4.2,,,,59.95,3.63,,58.69
2005-12-22,6.1,,6.62,7.94,24.93,34.0,,9.09,,31.98,28.85,24.5,94.84,21.63,25.38,,,8.13,35.5,,25.53,8.82,9.0,,42.95,,12.64,4.12,,,,60.83,3.73,,58.81
2005-12-23,6.09,,6.68,7.94,25.15,34.4,,9.2,,32.13,29.4,24.5,95.0,21.7,25.74,,,8.21,35.47,,25.5,8.88,9.0,,43.22,,12.66,4.2,,,,60.78,3.71,,58.28
2005-12-26,6.03,,6.66,7.93,25.5,34.95,,9.2,,32.22,26.84,24.5,95.0,21.64,25.52,,,8.25,32.2,,25.54,8.91,,,43.25,,12.4,4.1,,,,60.0,3.78,,58.25
2005-12-27,6.04,,6.74,7.9,25.39,34.7,,9.12,,32.22,29.33,24.52,94.96,21.74,25.99,,,8.32,35.2,,25.78,8.85,9.0,,43.45,,12.41,4.11,,,,60.76,3.78,,58.71
2005-12-28,5.98,,6.8,7.76,25.39,34.68,,9.01,,32.01,26.0,24.52,94.83,21.69,25.74,,,8.34,36.0,,25.65,8.84,9.0,,42.94,,12.53,4.12,,,,60.0,3.9,,57.68
2005-12-29,5.95,,6.94,7.9,25.04,35.05,,9.26,,31.92,29.37,24.52,94.85,21.99,25.74,,,8.37,34.5,,25.61,9.0,10.0,,43.19,,12.66,4.12,,,,60.0,4.0,,57.92
2005-12-30,5.91,,6.94,7.78,25.48,34.29,,9.26,,31.6,29.1,24.52,94.0,22.28,25.69,,,8.27,34.5,,25.89,9.06,,,42.73,,12.7,4.16,,,,58.99,4.0,,59.01
2006-01-02,5.95,,6.94,7.83,25.66,33.8,,9.26,,32.04,28.05,24.5,94.0,22.12,25.69,,,8.24,34.5,,25.87,9.04,,,43.25,,12.57,4.03,,,,59.21,4.25,,59.3
2006-01-03,6.07,,6.76,8.26,25.65,34.46,,9.5,,32.92,29.3,24.5,94.25,22.55,26.39,,,8.43,36.06,,26.41,9.3,,,44.44,,12.67,4.17,,,,61.76,4.5,,60.6
2006-01-04,6.18,,6.8,8.54,25.36,35.35,,9.34,,32.96,29.96,24.52,95.67,22.64,27.15,,,8.81,35.41,,26.53,8.98,,,44.23,,12.48,4.1,,,,61.21,4.31,,60.81
2006-01-05,6.15,,6.8,8.44,25.13,35.58,,9.36,,32.52,30.27,25.0,95.49,22.45,27.08,,,8.55,36.93,,26.6,9.2,,,44.06,,12.56,4.1,,,,59.72,4.5,,61.47
2006-01-06,6.32,,6.84,8.56,25.16,35.58,,9.6,,32.48,30.85,25.2,96.5,22.57,27.06,,,8.53,37.36,,27.0,9.34,,,44.24,,13.01,4.1,,,,60.52,4.58,,61.24
2006-01-09,6.36,,6.85,8.76,25.33,35.3,,9.6,,32.38,30.87,25.01,97.16,22.42,27.15,,,8.53,37.0,,28.83,9.32,,,44.96,,13.22,4.12,,,,60.55,5.55,,61.35
2006-01-10,6.35,,6.83,8.66,25.92,33.94,,9.62,,32.3,31.15,25.11,96.5,22.05,27.07,,,8.48,38.0,,28.39,9.35,10.3,,44.9,,13.06,4.2,,,,58.31,5.51,,60.91
2006-01-11,6.4,,7.0,8.87,25.51,34.89,,9.75,,33.83,31.3,25.1,96.7,23.15,27.78,,,8.47,38.71,,28.73,9.5,9.0,,44.8,,13.15,4.49,,,,60.19,5.55,,60.72
2006-01-12,6.26,,6.94,8.78,25.85,35.19,,9.56,,33.32,31.3,25.1,99.71,23.09,27.7,,,8.29,38.65,,28.29,9.34,9.0,,44.25,,13.1,4.51,,,,61.69,5.55,,59.72
2006-01-13,6.2,,7.0,8.82,25.84,34.66,,9.71,,33.22,30.88,25.2,99.0,23.0,27.6,,,8.42,38.7,,28.74,9.38,9.0,,43.34,,13.1,4.5,,,,61.24,5.5,,59.06
2006-01-16,6.25,,7.0,8.86,25.86,35.1,,9.76,,33.49,31.0,25.25,99.98,23.17,27.54,,,8.38,38.67,,28.47,9.5,9.0,,43.4,,13.08,4.54,,,,61.71,5.48,,59.24
2006-01-17,6.16,,6.95,8.43,25.86,33.71,,9.74,,32.96,30.67,25.05,98.91,22.8,27.13,,,8.32,37.67,,28.0,9.16,9.0,,42.69,,12.98,4.45,,,,61.02,5.31,,58.75
2006-01-18,6.03,,6.9,8.44,25.48,33.7,,9.67,,32.32,30.82,25.1,98.75,23.0,26.82,,,8.2,37.3,,27.31,8.76,9.3,,42.3,,13.24,4.4,,,,60.06,5.5,,58.87
2006-01-19,6.12,,7.01,8.6,25.85,32.85,,9.7,,32.98,31.07,25.1,98.99,23.47,26.8,,,8.27,38.46,,27.73,8.86,9.0,,43.47,,13.3,4.42,,,,61.1,5.5,,59.44
2006-01-20,6.11,,7.0,8.44,25.87,32.62,,9.75,,33.0,30.61,25.1,99.9,23.5,26.34,,,8.17,38.5,,27.0,8.72,9.1,,43.04,,13.17,4.5,,,,59.2,5.48,,59.03
2006-01-23,6.05,,7.0,8.48,25.98,32.6,,9.6,,33.32,30.0,25.0,105.94,23.08,26.6,,,8.28,38.5,,26.93,8.68,9.05,,43.76,,12.84,4.5,,,,61.0,5.48,,59.55
2006-01-24,6.14,,7.16,8.86,26.0,32.9,,9.59,,33.88,29.9,25.05,112.0,23.84,26.65,,,8.56,38.8,,27.88,8.82,9.05,,44.2,,13.0,4.57,,,,60.59,5.72,,60.1
2006-01-25,6.11,,7.58,8.82,26.08,32.8,,9.56,,34.08,30.1,25.1,109.9,23.91,26.85,,,8.66,38.81,,27.8,8.78,10.0,,44.7,,12.83,4.57,,,,60.28,5.73,,61.4
2006-01-26,6.08,,7.9,9.11,26.17,32.55,,9.66,,34.67,30.15,25.05,109.33,24.71,27.3,,,8.9,39.0,,28.44,8.94,,,44.84,,12.9,4.57,,,,60.85,5.79,,62.44
2006-01-27,5.92,,7.8,8.92,26.02,32.5,,9.75,,33.87,31.3,25.1,106.94,25.04,27.97,,,9.34,38.79,,28.7,8.64,,,43.91,,12.75,4.6,,,,63.6,5.85,,60.57
2006-01-30,5.99,,7.89,8.82,25.73,32.8,,9.63,,34.38,31.42,25.1,106.05,24.75,27.79,,,9.54,38.66,,28.7,8.88,,,43.9,,12.63,4.6,,,,65.47,5.83,,59.56
2006-01-31,5.93,,8.05,8.84,25.99,32.65,,9.54,,34.46,31.37,25.1,103.76,24.86,27.33,,,9.76,38.63,,28.32,8.8,,,43.63,,12.73,4.6,,,,70.0,5.76,,60.68
2006-02-01,5.96,,8.2,8.94,26.0,32.32,,9.74,,34.63,31.38,25.1,106.81,24.83,27.16,,,10.06,39.44,,28.83,8.79,,,44.24,,12.8,4.7,,,,72.5,5.91,,61.99
2006-02-02,6.0,,8.45,8.78,25.95,31.81,,9.52,,34.09,31.2,25.1,108.0,26.96,26.93,,,10.13,39.23,,28.5,8.88,,,43.86,,12.85,4.7,,,,72.2,6.11,,61.78
2006-02-03,5.9,,8.4,8.66,25.28,31.72,,9.65,,33.52,30.77,25.25,106.5,26.4,26.84,,,10.22,38.83,,27.86,9.0,,,43.1,,12.83,4.7,,,,71.26,6.4,,61.18
2006-02-07,5.81,,8.38,8.64,24.41,31.45,,9.44,,33.32,31.9,25.05,105.1,26.73,27.38,,,9.79,38.02,,27.24,8.74,,,42.78,,12.72,4.68,,,,69.5,6.24,,61.2
2006-02-08,5.62,,8.1,8.9,23.76,31.0,,9.2,,32.66,31.36,25.05,105.0,25.38,27.45,,,9.6,37.5,,26.06,8.08,,,42.3,,12.65,4.61,,,,68.7,6.0,,59.82
2006-02-09,5.67,,7.99,8.82,23.99,31.49,,9.48,,32.48,30.86,25.06,107.88,25.65,27.92,,,9.69,36.98,,26.9,8.32,,,42.72,,12.65,4.67,,,,70.5,6.09,,61.1
2006-02-10,5.62,,7.78,8.84,23.05,31.44,,9.2,,31.0,31.26,25.05,105.0,24.85,27.87,,,9.89,35.92,,26.03,8.14,,,42.23,,12.36,4.7,,,,70.01,5.9,,60.34
2006-02-13,5.59,,7.78,8.58,23.49,30.63,,8.8,,29.92,31.0,25.05,105.01,23.28,27.56,,,9.48,34.35,,25.5,7.79,,,41.77,,12.33,4.67,,,,68.47,5.85,,59.79
2006-02-14,5.61,,7.88,8.63,23.81,30.77,,8.82,,30.75,31.12,,106.95,24.64,27.58,,,9.66,35.39,,25.75,7.85,9.0,,41.32,,12.5,4.75,,,,68.62,6.0,,29.31
2006-02-15,5.71,,8.0,8.8,23.95,30.8,,8.87,,31.32,31.16,25.05,105.55,24.98,27.65,,,9.47,36.11,,25.74,7.84,9.0,,41.52,,12.41,4.7,,,,68.3,6.0,,29.34
2006-02-16,5.75,,8.15,9.01,24.89,30.8,,9.04,,31.53,31.0,25.05,106.87,25.47,27.99,,,9.53,36.12,,25.8,7.93,9.0,,42.15,,12.51,4.7,,,,68.0,6.05,,29.72
2006-02-17,5.69,,8.4,8.93,24.93,32.83,,8.95,,31.68,31.5,25.05,114.31,25.97,27.98,,,9.52,36.1,,25.6,8.04,9.0,,42.88,,12.57,4.7,,,,69.32,6.05,,29.44
2006-02-20,5.69,,8.4,8.94,25.3,33.73,,8.99,,31.75,31.5,25.05,114.31,26.0,28.0,,,9.47,36.0,,25.57,8.08,9.0,,43.04,,12.6,4.8,,,,69.3,6.1,,29.84
2006-02-21,5.65,,8.6,8.9,24.95,33.93,,8.81,,32.02,30.41,25.05,116.35,26.23,28.04,,,9.56,35.87,,25.71,8.05,9.0,,42.67,,12.11,4.87,,,,67.35,6.15,,29.26
2006-02-22,5.74,,8.68,9.07,25.4,34.04,,8.84,,32.6,30.85,25.05,116.99,26.25,28.48,,,9.56,36.0,,26.04,8.35,9.01,,43.65,,12.17,4.86,,,,65.17,6.69,,29.67
2006-02-23,5.77,,8.75,9.3,25.25,35.08,,9.32,,33.34,31.22,25.05,120.01,25.61,28.73,,,9.52,35.85,,26.9,8.3,9.5,,43.92,,11.99,4.9,,,,66.0,6.99,,30.74
2006-02-24,5.71,,9.0,9.37,24.92,36.25,,9.41,,33.37,31.5,25.05,121.5,25.59,29.04,,,9.54,35.5,,27.19,8.2,9.5,,42.92,,12.0,4.95,,,,68.71,6.99,,30.71
2006-02-27,5.65,,8.88,9.12,24.9,35.87,,9.43,,33.02,32.52,25.05,120.5,25.63,30.17,,,9.22,34.6,30.2,26.6,8.04,9.5,,42.53,,12.01,4.96,,,,67.95,6.97,,30.15
2006-02-28,5.58,,8.88,9.09,24.95,35.27,,9.28,,32.4,31.85,24.5,118.42,25.61,30.12,,,8.95,33.65,30.03,26.48,8.22,9.5,,41.66,,11.94,4.9,,,,66.77,6.75,,29.98
2006-03-01,5.71,,9.0,9.32,25.05,35.59,,9.52,,32.86,32.68,25.05,119.04,26.2,30.53,,,9.48,34.83,31.17,27.22,8.19,9.5,,41.64,,12.03,4.92,,,,68.6,7.14,,30.23
2006-03-02,5.72,,8.98,9.33,25.15,36.25,,9.52,,32.66,32.45,25.05,118.77,26.1,30.66,,,9.74,35.36,31.7,27.44,8.21,9.5,,41.22,,12.27,4.95,,,,71.72,7.1,,30.54
2006-03-03,5.75,,9.0,9.32,25.1,36.07,,9.42,,32.94,32.75,25.05,119.79,26.06,30.57,,,10.03,35.72,31.17,27.49,8.25,9.5,,41.2,,12.54,4.95,,,,73.04,7.18,,30.51
2006-03-06,5.62,,9.2,9.3,24.82,36.06,,9.17,,32.66,33.1,25.05,118.0,25.36,30.28,,,9.8,34.1,31.19,26.66,8.1,9.0,,41.5,,12.31,4.95,,,,74.1,7.18,,29.98
2006-03-07,5.42,,9.0,9.08,24.86,35.8,,8.81,,31.71,32.08,25.05,116.13,24.5,29.52,,,9.47,32.5,30.84,25.63,7.74,9.0,,40.49,,12.05,4.8,,,,75.02,7.0,,29.66
2006-03-08,5.43,,9.05,8.93,24.42,35.18,,8.89,,31.84,32.64,25.1,117.8,23.61,29.6,,,9.5,32.52,30.9,25.29,8.1,10.0,,40.87,,11.82,4.71,,,,74.1,6.9,,29.09
2006-03-09,5.37,,9.04,8.94,23.97,35.18,,8.8,,31.82,32.7,25.1,117.8,23.61,29.89,,,9.29,32.39,31.62,25.35,8.0,9.5,,41.1,,11.77,4.6,,,,74.21,7.0,,28.21
2006-03-10,5.45,,9.1,8.9,23.17,35.1,,8.87,,31.95,32.65,25.1,117.57,23.56,30.33,,,9.6,32.2,31.6,25.44,8.0,,,41.31,,11.66,4.68,,,,74.38,6.9,,28.79
2006-03-13,5.56,,9.11,9.14,22.64,35.52,,8.94,,32.34,32.7,25.1,118.4,24.07,30.15,,,9.61,32.7,32.51,25.51,8.34,9.5,,42.27,,11.79,4.72,,,,74.98,6.83,,29.08
2006-03-14,5.65,,9.11,9.32,22.97,35.16,,9.04,,32.44,32.7,25.1,120.0,24.43,30.08,,,9.82,33.11,32.56,26.02,8.3,9.0,,42.24,,11.96,4.72,,,,75.75,6.9,,29.3
2006-03-15,5.62,,9.12,9.3,23.0,35.26,,9.0,,33.8,33.0,25.1,119.99,24.51,31.81,,,9.78,33.19,34.03,25.72,8.08,9.5,,42.0,,11.74,4.72,,,,74.39,6.85,,29.21
2006-03-16,5.62,,9.0,9.31,23.81,35.6,,9.12,,34.95,32.99,,119.0,24.88,32.32,,,9.79,33.46,34.9,25.91,8.24,9.45,,41.71,,11.85,4.73,,,,74.0,6.89,,29.7
2006-03-17,5.8,,9.0,9.52,23.8,35.3,,9.4,,34.94,33.0,,115.01,24.1,32.56,,,10.17,33.8,35.0,26.5,8.0,10.0,,41.67,,12.0,4.73,,,,74.5,6.82,,29.81
2006-03-20,6.0,,9.0,9.62,23.7,35.3,,9.38,,35.54,33.45,,115.0,24.78,33.07,,,10.27,33.47,35.79,26.44,8.28,9.45,,42.05,,12.17,4.73,,,,75.5,6.8,,30.17
2006-03-22,6.11,,9.0,9.53,24.0,35.6,,9.33,,35.68,33.55,,114.4,25.04,32.45,,,10.32,33.17,36.88,26.12,8.23,9.45,,41.97,,12.04,4.8,,,,77.5,6.79,,30.42
2006-03-23,6.01,,9.0,9.38,23.85,35.99,,9.14,,35.22,33.6,,110.39,24.19,32.54,,,9.88,32.5,36.7,25.33,8.14,9.45,,41.33,,11.85,4.7,,,,77.16,6.77,,29.62
2006-03-24,6.03,,9.0,9.4,23.95,35.9,,9.22,,35.46,33.06,25.1,110.39,24.9,32.54,,,9.79,33.0,35.31,25.51,8.18,9.5,,41.56,,12.1,4.7,,,,77.33,6.7,,29.65
2006-03-27,6.1,,9.25,9.34,23.97,36.0,,8.93,,35.56,33.6,,109.5,24.63,32.9,,,9.9,32.99,33.8,25.13,8.14,9.05,,41.93,,12.17,4.7,,,,79.12,6.6,,29.09
